"Account Name","Parent Account","Account Number","Parent Account Number","Is Group","Account Type","Root Type","Account Currency"
"41250-50% usluga servisa za održavanje automobila, plovila i...","4125-Usluge održavanja osobnih automobila","41250","4125","1","","Expense","EUR"
"41251-50% usluga održavanja prijevoznih sredstava za osobni...","4125-Usluge održavanja osobnih automobila","41251","4125","0","Expense Account","Expense","EUR"
"41252-Servis osob. automob. za slučaj plaće u naravi","4125-Usluge održavanja osobnih automobila","41252","4125","0","Expense Account","Expense","EUR"
"4126-Usluge pranja, čišćenja i glačanja","412-Usluge održavanja i zaštite (servisne usluge)","4126","412","0","Expense Account","Expense","EUR"
"4127-Usluge zaštite na radu i održavanja okoliša","412-Usluge održavanja i zaštite (servisne usluge)","4127","412","0","Expense Account","Expense","EUR"
"4128-Usluge zaštitara na čuvanju imovine i osoba","412-Usluge održavanja i zaštite (servisne usluge)","4128","412","0","Expense Account","Expense","EUR"
"4129-Ostale servisne usluge i usluge osoba","412-Usluge održavanja i zaštite (servisne usluge)","4129","412","0","Expense Account","Expense","EUR"
"413-Usluge registracije prijevoznih sredstava i troškovi dozvola","41-OSTALI VANJSKI TROŠKOVI (TROŠKOVI USLUGA)","413","41","0","Expense Account","Expense","EUR"
"4130-50% troška registracije osobnih automobila, plovila i...","413-Usluge registracije prijevoznih sredstava i troškovi dozvola","4130","413","1","","Expense","EUR"
"4131-50% troška registracije sred. za osobni prijevoz (s 50%...","413-Usluge registracije prijevoznih sredstava i troškovi dozvola","4131","413","0","Expense Account","Expense","EUR"
"4132-Troškovi registracije (neto + PDV) – plaća u naravi","413-Usluge registracije prijevoznih sredstava i troškovi dozvola","4132","413","0","Expense Account","Expense","EUR"
"4133-Trošak registracije dostavnih i teret. vozila i autobusa...","413-Usluge registracije prijevoznih sredstava i troškovi dozvola","4133","413","0","Expense Account","Expense","EUR"
"4134-Troškovi registracije plovila","413-Usluge registracije prijevoznih sredstava i troškovi dozvola","4134","413","0","Expense Account","Expense","EUR"
"4135-Troškovi registracije zrakoplova","413-Usluge registracije prijevoznih sredstava i troškovi dozvola","4135","413","0","Expense Account","Expense","EUR"
"4136-Troškovi dozvola za prometne smjerove","413-Usluge registracije prijevoznih sredstava i troškovi dozvola","4136","413","0","Expense Account","Expense","EUR"
"4137-Troškovi koncesija, licencija i dr. prava na prijevoz","413-Usluge registracije prijevoznih sredstava i troškovi dozvola","4137","413","0","Expense Account","Expense","EUR"
"4138-Troškovi god. nadoknade za ceste, takse i sl.","413-Usluge registracije prijevoznih sredstava i troškovi dozvola","4138","413","0","Expense Account","Expense","EUR"
"4139-Ostali troškovi registracije prometala","413-Usluge registracije prijevoznih sredstava i troškovi dozvola","4139","413","0","Expense Account","Expense","EUR"
"414-Usluge zakupa – lizinga","41-OSTALI VANJSKI TROŠKOVI (TROŠKOVI USLUGA)","414","41","0","Expense Account","Expense","EUR"
"4140-Zakupnine – najamnine nekretnina","414-Usluge zakupa – lizinga","4140","414","1","","Expense","EUR"
"4141-Zakupnine opreme","414-Usluge zakupa – lizinga","4141","414","0","Expense Account","Expense","EUR"
"4142-Usluge operativnog (poslovnog) lizinga opreme","414-Usluge zakupa – lizinga","4142","414","0","Expense Account","Expense","EUR"
"4143-50% usluga operativnog lizinga automobila, brodova i...","414-Usluge zakupa – lizinga","4143","414","0","Expense Account","Expense","EUR"
"4144-50% usluga operativnog lizinga sred. za osobni prijevoz...","414-Usluge zakupa – lizinga","4144","414","0","Expense Account","Expense","EUR"
"4145-Usluge operat. najma osob. automob. za slučaj plaće","414-Usluge zakupa – lizinga","4145","414","0","Expense Account","Expense","EUR"
"4146-50% rent-á-car usluge prijevoza osoba","414-Usluge zakupa – lizinga","4146","414","0","Expense Account","Expense","EUR"
"4147-50% rent-á-car usluga prijevoza osoba (s 50% PDV-a)","414-Usluge zakupa – lizinga","4147","414","0","Expense Account","Expense","EUR"
"4148-Rent-á-car za prijevoz tereta","414-Usluge zakupa – lizinga","4148","414","0","Expense Account","Expense","EUR"
"4149-Troškovi ostalih najmova","414-Usluge zakupa – lizinga","4149","414","0","Expense Account","Expense","EUR"
"41490-Usluge najma informatičke opreme","4149-Troškovi ostalih najmova","41490","4149","1","","Expense","EUR"
"41491-Usluga najma softvera","4149-Troškovi ostalih najmova","41491","4149","0","Expense Account","Expense","EUR"
"41492-Usluge najma fotokopirnih aparata","4149-Troškovi ostalih najmova","41492","4149","0","Expense Account","Expense","EUR"
"41493-Usluge web sjedišta (hosting)","4149-Troškovi ostalih najmova","41493","4149","0","Expense Account","Expense","EUR"
"41494-50% ostalih troškova lizinga (osiguranje, porez na CMV)","4149-Troškovi ostalih najmova","41494","4149","0","Expense Account","Expense","EUR"
"41495-50% ostalih troškova lizinga s 50% PDV-a (osiguranje,...","4149-Troškovi ostalih najmova","41495","4149","0","Expense Account","Expense","EUR"
"415-Usluge promidžbe, sponzorstva i troškovi sajmova","41-OSTALI VANJSKI TROŠKOVI (TROŠKOVI USLUGA)","415","41","0","Expense Account","Expense","EUR"
"4150-Troškovi promidžbe putem tiskovina, TV, plakata i sl.","415-Usluge promidžbe, sponzorstva i troškovi sajmova","4150","415","1","","Expense","EUR"
"4151-Usluge promidžbenih agencija","415-Usluge promidžbe, sponzorstva i troškovi sajmova","4151","415","0","Expense Account","Expense","EUR"
"4152-Troškovi promidžbe u inozemstvu","415-Usluge promidžbe, sponzorstva i troškovi sajmova","4152","415","0","Expense Account","Expense","EUR"
"4153-Trošak sponzoriranja športa i kulture u cilju promidžbe","415-Usluge promidžbe, sponzorstva i troškovi sajmova","4153","415","0","Expense Account","Expense","EUR"
"4154-Usluge unapređenja prodaje","415-Usluge promidžbe, sponzorstva i troškovi sajmova","4154","415","0","Expense Account","Expense","EUR"
"4155-Usluge istraživanja tržišta","415-Usluge promidžbe, sponzorstva i troškovi sajmova","4155","415","0","Expense Account","Expense","EUR"
"4156-Usluge sajmova (nadoknada za prostor)","415-Usluge promidžbe, sponzorstva i troškovi sajmova","4156","415","0","Expense Account","Expense","EUR"
"4157-Usluge oblikovanja i uređenja izložbenog i prodajnog...","415-Usluge promidžbe, sponzorstva i troškovi sajmova","4157","415","0","Expense Account","Expense","EUR"
"4158-Troškovi promidžbe najmom medija (stranica portala i sl.)","415-Usluge promidžbe, sponzorstva i troškovi sajmova","4158","415","0","Expense Account","Expense","EUR"
"4159-Ostali troškovi promidžbe (osim reprezentacije, dnevnica...","415-Usluge promidžbe, sponzorstva i troškovi sajmova","4159","415","0","Expense Account","Expense","EUR"
"416-Intelektualne i osobne usluge","41-OSTALI VANJSKI TROŠKOVI (TROŠKOVI USLUGA)","416","41","0","Expense Account","Expense","EUR"
"4160-Troškovi drugih dohodaka (ugovora o djelu, akvizitera,...","416-Intelektualne i osobne usluge","4160","416","1","","Expense","EUR"
"4161-Autorski honorari (pisana, govorna, prijevodi i dr.)","416-Intelektualne i osobne usluge","4161","416","0","Expense Account","Expense","EUR"
"4162-Usluge specijalističkog obrazovanja,...","416-Intelektualne i osobne usluge","4162","416","0","Expense Account","Expense","EUR"
"4163-Konzultantske i savjetničke usluge","416-Intelektualne i osobne usluge","4163","416","0","Expense Account","Expense","EUR"
"4164-Knjigovodstvene usluge","416-Intelektualne i osobne usluge","4164","416","0","Expense Account","Expense","EUR"
"4165-Usluge poreznih savjetnika","416-Intelektualne i osobne usluge","4165","416","0","Expense Account","Expense","EUR"
"4166-Usluge revizije i procjene vrijednosti poduzeća, due...","416-Intelektualne i osobne usluge","4166","416","0","Expense Account","Expense","EUR"
"4167-Odvjetničke, bilježničke i usluge izrade pravnih akata","416-Intelektualne i osobne usluge","4167","416","0","Expense Account","Expense","EUR"
"4168-Naknade za korištenje prava intelektualnog vlasništva...","416-Intelektualne i osobne usluge","4168","416","0","Expense Account","Expense","EUR"
"4169-Usluge vještačenja, administrativne usluge (npr....","416-Intelektualne i osobne usluge","4169","416","0","Expense Account","Expense","EUR"
"417-Troškovi komunalnih i sličnih usluga","41-OSTALI VANJSKI TROŠKOVI (TROŠKOVI USLUGA)","417","41","0","Expense Account","Expense","EUR"
"4170-Komunalna naknada","417-Troškovi komunalnih i sličnih usluga","4170","417","1","","Expense","EUR"
"4171-Odvoz smeća i fekalija","417-Troškovi komunalnih i sličnih usluga","4171","417","0","Expense Account","Expense","EUR"
"4172-Voda i odvodnja","417-Troškovi komunalnih i sličnih usluga","4172","417","0","Expense Account","Expense","EUR"
"4173-Održavanje zelenila","417-Troškovi komunalnih i sličnih usluga","4173","417","0","Expense Account","Expense","EUR"
"4174-Usluge tržnica","417-Troškovi komunalnih i sličnih usluga","4174","417","0","Expense Account","Expense","EUR"
"4175-Garažiranje i parkiranje vozila","417-Troškovi komunalnih i sličnih usluga","4175","417","0","Expense Account","Expense","EUR"
"4176-Deratizacija i dezinfekcijske usluge","417-Troškovi komunalnih i sličnih usluga","4176","417","0","Expense Account","Expense","EUR"
"4177-Dimnjačarske i ekološke usluge","417-Troškovi komunalnih i sličnih usluga","4177","417","0","Expense Account","Expense","EUR"
"4178-Veterinarske, sanitarne i usluge zbrinjavanja otpada","417-Troškovi komunalnih i sličnih usluga","4178","417","0","Expense Account","Expense","EUR"
"4179-Ostale komunalne usluge","417-Troškovi komunalnih i sličnih usluga","4179","417","0","Expense Account","Expense","EUR"
"418-Usluge reprezentacije – ugošćivanja","41-OSTALI VANJSKI TROŠKOVI (TROŠKOVI USLUGA)","418","41","0","Expense Account","Expense","EUR"
"4180-50% vanjskih usluga ugošćenja (reprezentacije) (s 50%...","418-Usluge reprezentacije – ugošćivanja","4180","418","1","","Expense","EUR"
"4181-50% vanjskih usluga ugošćenja (reprezentacije) (s 50%...","418-Usluge reprezentacije – ugošćivanja","4181","418","0","Expense Account","Expense","EUR"
"4182-50% reprezentacije – poklona danih poslovnim partnerima...","418-Usluge reprezentacije – ugošćivanja","4182","418","0","Expense Account","Expense","EUR"
"4183-50% reprezentacije – poklona danih poslovnim partnerima...","418-Usluge reprezentacije – ugošćivanja","4183","418","0","Expense Account","Expense","EUR"
"419-Troškovi ostalih vanjskih usluga","41-OSTALI VANJSKI TROŠKOVI (TROŠKOVI USLUGA)","419","41","0","Expense Account","Expense","EUR"
"4190-Usluge kontrole kakvoće i atestiranja dobara","419-Troškovi ostalih vanjskih usluga","4190","419","1","","Expense","EUR"
"4191-Usluge studentskog servisa","419-Troškovi ostalih vanjskih usluga","4191","419","0","Expense Account","Expense","EUR"
"4192-Hotelske usluge (u agencijskim poslovima)","419-Troškovi ostalih vanjskih usluga","4192","419","0","Expense Account","Expense","EUR"
"4193-Vanjskotrgovačke usluge","419-Troškovi ostalih vanjskih usluga","4193","419","0","Expense Account","Expense","EUR"
"4194-Špediterske usluge pri uvozu i izvozu i sl.","419-Troškovi ostalih vanjskih usluga","4194","419","0","Expense Account","Expense","EUR"
"4195-Troškovi oglašavanja u tisku za slobodna radna mjesta,...","419-Troškovi ostalih vanjskih usluga","4195","419","0","Expense Account","Expense","EUR"
"4196-Troškovi korištenja javnih skladišta, luka, pristaništa,...","419-Troškovi ostalih vanjskih usluga","4196","419","0","Expense Account","Expense","EUR"
"4197-Trošak autoputa, tunela i mostarina","419-Troškovi ostalih vanjskih usluga","4197","419","0","Expense Account","Expense","EUR"
"4198-Troškovi posredovanja pri nabavi ili prodaji dobara i usluga","419-Troškovi ostalih vanjskih usluga","4198","419","0","Expense Account","Expense","EUR"
"4199-Ostali nespomenuti vanjski troškovi – usluge","419-Troškovi ostalih vanjskih usluga","4199","419","0","Expense Account","Expense","EUR"
"41990-Troškovi fotokopiranja i dr. grafičke usluge","4199-Ostali nespomenuti vanjski troškovi – usluge","41990","4199","1","","Expense","EUR"
"41991-Usluge agenata i detektiva","4199-Ostali nespomenuti vanjski troškovi – usluge","41991","4199","0","Expense Account","Expense","EUR"
"41992-Troškovi usluge slaganja robe na policama i sl.","4199-Ostali nespomenuti vanjski troškovi – usluge","41992","4199","0","Expense Account","Expense","EUR"
"41993-Usluge pozicioniranja proizvoda u trgovačkim lancima","4199-Ostali nespomenuti vanjski troškovi – usluge","41993","4199","0","Expense Account","Expense","EUR"
"41994-Korištene usluge ugošćenja glazbe, organizacija eventa i...","4199-Ostali nespomenuti vanjski troškovi – usluge","41994","4199","0","Expense Account","Expense","EUR"
"41995-Troškovi ostalih usluga","4199-Ostali nespomenuti vanjski troškovi – usluge","41995","4199","0","Expense Account","Expense","EUR"
"42-TROŠKOVI OSOBLJA – PLAĆE","4-TROŠKOVI PREMA VRSTAMA, FINANCIJSKI I OSTALI RASHODI","42","4","0","Expense Account","Expense","EUR"
"420-Neto plaće i nadoknade","42-TROŠKOVI OSOBLJA – PLAĆE","420","42","1","","Expense","EUR"
"4200-Troškovi neto plaća uprave i prodaje","420-Neto plaće i nadoknade","4200","420","1","","Expense","EUR"
"4201-Troškovi neto plaća proizvodnje","420-Neto plaće i nadoknade","4201","420","0","Expense Account","Expense","EUR"
"4202-Ostali povremeni primitci","420-Neto plaće i nadoknade","4202","420","0","Expense Account","Expense","EUR"
"4203-Dodatna plaća (13. plaća), dodatak uz mjesečnu plaću do...","420-Neto plaće i nadoknade","4203","420","0","Expense Account","Expense","EUR"
"4204-Bonusi i opcijske dionice","420-Neto plaće i nadoknade","4204","420","0","Expense Account","Expense","EUR"
"421-Troškovi poreza i prireza","42-TROŠKOVI OSOBLJA – PLAĆE","421","42","0","Expense Account","Expense","EUR"
"4210-Uprava i prodaja","421-Troškovi poreza i prireza","4210","421","1","","Expense","EUR"
"4211-Proizvodnja","421-Troškovi poreza i prireza","4211","421","0","Expense Account","Expense","EUR"
"4212-Ostali povremeni primitci","421-Troškovi poreza i prireza","4212","421","0","Expense Account","Expense","EUR"
"422-Troškovi doprinosa iz plaća","42-TROŠKOVI OSOBLJA – PLAĆE","422","42","0","Expense Account","Expense","EUR"
"4220-Uprava i prodaja","422-Troškovi doprinosa iz plaća","4220","422","1","","Expense","EUR"
"4221-Proizvodnja","422-Troškovi doprinosa iz plaća","4221","422","0","Expense Account","Expense","EUR"
"4222-Ostali povremeni primitci","422-Troškovi doprinosa iz plaća","4222","422","0","Expense Account","Expense","EUR"
"423-Doprinosi na plaće","42-TROŠKOVI OSOBLJA – PLAĆE","423","42","0","Expense Account","Expense","EUR"
"4230-Uprava i prodaja","423-Doprinosi na plaće","4230","423","1","","Expense","EUR"
"4231-Proizvodnja","423-Doprinosi na plaće","4231","423","0","Expense Account","Expense","EUR"
"4232-Ostali povremeni primitci","423-Doprinosi na plaće","4232","423","0","Expense Account","Expense","EUR"
"4235-Doprinosi za beneficirani radni staž","423-Doprinosi na plaće","4235","423","0","Expense Account","Expense","EUR"
"424-Bruto plaće (privremeno v. napomenu pod 2)","42-TROŠKOVI OSOBLJA – PLAĆE","424","42","0","Expense Account","Expense","EUR"
"429-Odstupanje od standardnog troška plaće","42-TROŠKOVI OSOBLJA – PLAĆE","429","42","0","Expense Account","Expense","EUR"
"43-AMORTIZACIJA","4-TROŠKOVI PREMA VRSTAMA, FINANCIJSKI I OSTALI RASHODI","43","4","0","Expense Account","Expense","EUR"
"430-Amortizacija nematerijalne imovine","43-AMORTIZACIJA","430","43","1","","Expense","EUR"
"4300-Amortizacija izdataka za razvoj","430-Amortizacija nematerijalne imovine","4300","430","1","","Expense","EUR"
"4301-Amortizacija koncesije, patenata i dr. prava","430-Amortizacija nematerijalne imovine","4301","430","0","Expense Account","Expense","EUR"
"4302-Amortizacija softvera i ost. prava","430-Amortizacija nematerijalne imovine","4302","430","0","Expense Account","Expense","EUR"
"4303-Amortizacija goodwilla","430-Amortizacija nematerijalne imovine","4303","430","0","Expense Account","Expense","EUR"
"4304-Amortizacija prava korištenja imovine u operativnom najmu","430-Amortizacija nematerijalne imovine","4304","430","0","Expense Account","Expense","EUR"
"4305-Amortizacija ostale nematerijalne imovine","430-Amortizacija nematerijalne imovine","4305","430","0","Expense Account","Expense","EUR"
"431-Amortizacija materijalne imovine","43-AMORTIZACIJA","431","43","0","Expense Account","Expense","EUR"
"4310-Amortizacija građevina","431-Amortizacija materijalne imovine","4310","431","1","","Expense","EUR"
